"img-fit-cover src","entity_localized_name","anime_tag","anime_tag 2","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","steam-site-name 4","steam-site-name 5","steam-site-name 6","anime_tag 3","scormem-item","scormem-item 2"
"https://static.acgsecrets.hk/img/ef/ef22e8e00c2224180a55825358f5ecfb/181d79a1033e3ca04c93ec78d0729b634a93af805f80ed1d049c76e348358293.jpg","為何我的世界被遺忘了？","動作","奇幻","其他名稱：為何無人記得我的世界？、Naze Boku no Sekai wo Daremo Oboeteinai no ka?、Why Does Nobody Remember Me in This World?、Why nobody remembers my world?、为何无人记得我的世界？、为何我的世界被遗忘了？","「為什麼每個人都不記得原本的世界了……！」由五種族爭奪地表霸權的大戰，最後由英雄希德領軍的人類拿下勝利，時至今日。然而，在少年凱伊面前，這樣的世界卻突如其來地遭到「覆寫」。凱伊在被覆寫的世界當中所目睹的，竟是沒有英雄希德而導致人類於五種族大戰敗退後的景象──不僅支配地表的種族換成龍族和惡魔，凱伊更是成了被全人類遺忘的存在。不過，在與神祕少女鈴娜相遇後，凱伊下定決心要親手打破這般遭到改寫的命運。在沒有英雄的世界裡，他繼承了英雄希德之劍和武技，向統治世界的強大敵方種族開戰──","巴哈姆特動畫瘋","Ani-One YouTube","Netflix","巴哈姆特動畫瘋","Ani-One YouTube","Netflix","科幻","6.23","130K"
"https://static.acgsecrets.hk/img/51/516668a41d6bfa2b95a49052ce6ad63c/bcff4f731744831df57f2a7ddcf4d42abde9b97b1627dc3859df675d956b1480.jpg","你與我最後的戰場，亦或是世界起始的聖戰 Season 2","動作","奇幻","其他名稱：Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II、Our Last Crusade or the Rise of a New World Season 2、the War ends the world /raises the world Season 2、你与我最后的战场，亦或是世界起始的圣战 Season 2","伊思卡成為了希絲蓓爾的護衛，要將她護送至涅比利斯王宮。而為了搶在其他勢力之前護住妹妹的人身安全，愛麗絲莉潔展開搜索，卻目擊到伊思卡和妹妹挽手漫步的場景……「這正是星之命運。我和你肯定能締結良好的主僕關係！」「伊思卡不會向皇廳投誠。這一點本小姐比任何人都還清楚。」就算用上各種手段，也要將伊思卡納入掌中，成為自己唯一夥伴的希絲蓓爾；不願受到使命、責任和義務束縛，只想憑藉自身的意志視伊思卡為唯一勁敵的愛麗絲。在姊妹錯綜複雜的思緒糾葛中，伊思卡和企圖狙殺希絲蓓爾的皇廳怪物展開對峙。那是沒有高潔意志、捨棄了人類自尊的敵人——面對首次交手的「真正魔女」，劍士憤怒地拔劍出鞘！","巴哈姆特動畫瘋","Bilibili","巴哈姆特動畫瘋","Bilibili","Bilibili","","浪漫","6.76","103K"
"https://static.acgsecrets.hk/img/09/09e42572d9078c80f17c9c4ca7b40138/79d5c6cbecd186f30b7f469f283229c1e9c2bcfde27102cfa904b378e5930495.jpg","NieR：Automata Ver1.1a 第二季度","動作","奇幻","其他名稱：尼爾：自動人形 Ver1.1a 第二季、NieR:Automata Ver1.1a Second Cour、尼尔：自动人形 Ver1.1a 第二季","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","科幻","8.05","103K"
"https://static.acgsecrets.hk/img/09/0908d08d7f6613894faf3a289477deda/7641a6d62aa6c98fa0760a1a8e46221e1c019ddb527c9d24508b311c8d04b9a7.jpg","異世界悠閒紀行～邊養娃邊當冒險者～","喜劇","奇幻","其他名稱：Isekai Yururi Kikou ~Kosodateshinagara Boukensha Shimasu~、A Journey Through Another World: Raising Kids While Adventuring、Isekai Yururi Kikou: Raising Children While Being an Adventure、异世界悠闲纪行～边养娃边当冒险者～","因為神的失誤而喪命，之後轉生的茅野巧。他被賦予了各種技能後，他被送往異世界，那裡是一片充滿魔物的危險森林。巧在那片森林中發現了一對看似雙胞胎的幼小男女，他給他們取名為アレン和エレナ，並將他們保護起來。雖然對他們能夠輕鬆擊敗魔物的格鬥技感到驚訝，但到達城鎮的巧為了謀生，決定在冒險者公會註冊。在看守アレン和エレナ成長的同時，輕鬆的冒險者生活就此開始！","巴哈姆特動畫瘋","木棉花YouTube","巴哈姆特動畫瘋","木棉花YouTube","","","日常","6.68","88K"
"https://static.acgsecrets.hk/img/1a/1a8ca37d571ad6eecdf63a444643cdf1/8c69582ad8c84b8fbfa77c3b3b91f964dc6b547aa7f14573460437424f327db5.jpg","這個世界漏洞百出","冒險","奇幻","其他名稱：Kono Sekai wa Fukanzen Sugiru、Quality Assurance in Another World、这个世界漏洞百出","儘管位於費爾納克大陸南方的邊境地帶，克雷伯恩島上卻擠滿了五個小國，小爭執不斷。在這些國家中，最小也最和平的ベイル王國的……也就是位於邊境中的邊境的一個小村莊，個名叫ニコラ的少女在這裡過著樸實的生活。在她照常撿拾柴火的時候，一隻本應居住在遙遠山區的巨大龍突然出現在她面前。就在村子即將被襲擊的那一刻，一名自稱是秘密調查隊“王の探求者（キングス・シーカー）”成員的ハガ趕到了現場。在重複的平靜日子中從未感到厭倦的尼科拉，對哈加產生了憧憬，希望自己也能踏出去探索外面的世界。於是，她將會了解到這個世界的真實面貌。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","","6.53","51K"
"https://static.acgsecrets.hk/img/d7/d73a2d8199364d44e955e44ac05371a9/a7c2657a5487e41bca176c308c5b7eaab7302870f7fa9f238bda0103bfdf62c7.jpg","魔導具師妲莉亞永不妥協 ～從今天開始的自由職人生活～","奇幻","日常","其他名稱：魔導具師妲莉亞不向人低頭、魔導具師妲莉雅不會低頭　～從今天開始自由的職人生活～、Madougushi Dahliya wa Utsumukanai、Madougushi Dahliya wa Utsumukanai: Kyou kara Jiyuu na Shokunin Life、Dahlia in Bloom: Crafting a Fresh Start with Magical Tools、魔导具师妲莉亚永不妥协 ～从今天开始的自由职人生活～、魔导具师妲莉亚不向人低头、魔导具师妲莉雅不会低头　～从今天开始自由的职人生活～","「我不再妥協了。」轉生到異世界的魔導具師妲莉亞．羅塞堤遭未婚夫徹底悔婚後，決定按照自己喜歡的方式過活。去想去的地方，吃想吃的東西，做她喜歡的「魔導具」，生活因而逐漸充滿歡笑。「這也是妳做的嗎？」「要不要趁此機會成立商會？」妲莉亞製作的便利魔導具為異世界的人帶來幸福，她能做與想做的器物也不斷增加──魔導具師妲莉亞自由自在的職人故事就此拉開序幕！","","","","","","","","6.80","77K"
"https://static.acgsecrets.hk/img/52/52ca3fcfd23378d1e5a057fc01e1aeb9/dd7980d7c6c4136a703df2e6d85eb005f938108be3c0dbe8a9a26a0f892d12ad.jpg","再見，地球","動作","冒險","其他名稱：Bye Bye, Earth","在一個居住著各種動物形態的獸人的世界中，ラブラック=ベル作為唯一的“人類”誕生了。她沒有牙齒、毛皮或鱗片，被稱為“のっぺらぼう”，無法在任何地方找到與自己同種的族群，每天都在孤獨中度過。「我也想要融入這個世界——」懷著這樣的想法，ラブラック=ベル決定帶著和自己身高一樣的大劍＜唸る剣(ルンディング)＞去尋找自己的根源。她不知道，作為代價，無數的試煉正等待著她——","","","","","","","奇幻","6.05","68K"
"https://static.acgsecrets.hk/img/d6/d6523cd2373f8024e1670a98e9dcb75c/b01fa35cf678b0ce05ce10c99a88aeaa97a8392086f3066926f6088d23e9ab0b.jpg","女神咖啡廳 第2季","喜劇","家長指引","其他名稱：女神的露天咖啡廳 第2季、Megami no Cafe Terrace 2nd Season、The Café Terrace and Its Goddesses Season 2、女神咖啡厅 第2季、女神的露天咖啡厅 第2季","「咖啡廳FAMILIA」附近的競爭對手店鋪開業了！而且員工還是五個可愛的女孩子…!? 在隼的最大危機中，五位女神挺身而出！因為在「戀愛」，因為是「家族」。我們一定要保護我們的店鋪！","Crunchyroll","Crunchyroll","","","","","後宮","7.39","77K"
"https://static.acgsecrets.hk/img/48/48a528947b9998e1a5528fd023883374/f5d352242ed9fbb307717645bb39ea5f7c625076c11525cc6606caa8ae88c7b2.jpg","SHY靦腆英雄 東京奪回篇","動作","戲劇","其他名稱：SHY 第2期、SHY靦腆英雄 東京奪還篇、SHY靦腆英雄 第二季、SHY 2nd Season、SHY腼腆英雄 东京夺回篇、SHY腼腆英雄 东京夺还篇、SHY腼腆英雄 第二季","","viu.com","巴哈姆特動畫瘋","木棉花YouTube","","","","超能力","6.91","30K"
"https://static.acgsecrets.hk/img/de/de01a237d96c4bd259d2a58b40c85578/42e4a578d1637a02f964b7afb0adc90be8aba61bf459ec56f92e7c51bbbb6df6.jpg","神之塔 -Tower of God- 第2季","動作","冒險","其他名稱：Kami no Tou 2nd Season、Tower of God 2nd Season","","Crunchyroll","Crunchyroll","","","","","戲劇","8.55","466K"
"https://static.acgsecrets.hk/img/0e/0e51c2beeb7b5fbfa78d4f760b7336f1/a5a29b0aba03d2bb94953e2853e46dc11be722cef075771b7843c94d2a88dc23.jpg","精靈小姐瘦不了","喜劇","家長指引","其他名稱：Elf-san wa Yaserarenai.、Plus-Sized Elf、精灵小姐瘦不了。","自從人間界和異世界展開交流之後，有越來越多異種族來到人界，原本飲食清淡的精靈繪留札，吃到薯條之後大為驚豔！大吃一通的繪留札因此迅速發胖，導致無法穿過通道回到家鄉，萬念俱灰之下來到男主角直江的店裡，在直江的幫助下控制飲食並搭配運動、按摩，究竟繪留札能不能順利瘦下來回家呢？","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","奇幻","5.60","49K"
"https://static.acgsecrets.hk/img/90/904850825a9079a30ee42c7c30987e71/fbc75140e3d52a7bf74525b93a60cf496070ae17710861eb5341bd432d80458c.jpg","黃昏光影","校園","","其他名稱：Tasogare Out Focus、Twilight Out of Focus、黄昏光影","真央熱愛電影，在學校參加電影製作社。他與孤高一匹狼的壽是室友，兩人相處融洽，也彼此承諾了3項約定：「不會說出壽是同性戀的秘密」、「壽不會對真央出手」、「不干涉對方自慰」。但因緣際會下，壽要主演同性戀角色的電影？並且由真央掌鏡？透過鏡頭，真央看見不一樣的壽，一部探討愛的作品使兩人的關係開始產生變化……","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","","7.47","54K"
"https://static.acgsecrets.hk/img/d5/d5eea16f7ecb08507581a267d6ff935c/53b35c4566343d0740fd7f360042561b914c1ee30cfa5fe9b4b0605951b54f66.jpg","Delicoʼs Nursery","奇幻","","其他名稱：Delicos・Nursery、Delico's Nursery","旋渦中的陰謀與育兒──高貴的貴族吸血種在奮鬥自己孩子的《育兒》之際，背後卻纏繞著與傳說中的吸血種《TRUMP》相關的可疑陰謀。被認為是名門中的名門的特級貴族家系，デリコ家。圍繞著家族當主ダリ・デリコ的因緣故事──。","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","","6.79","54K"
"https://static.acgsecrets.hk/img/08/082bf5658db3995e887c3843d762dd68/4426cc7dbb01182121ea769056902d131c38241f54600b6eaa691e3a1774acda.jpg","多數欠","動作","戲劇","其他名稱：多數缺、Tasuuketsu、Tasuketsu -Fate of the Majority-、多数欠、多数缺","高中生主角與夥伴集體參與了唯一規則是「成為多數就會死」的生存遊戲，發誓要推翻主導一切的「皇帝」。","Netflix","Netflix","","","","","","5.55","25K"
"https://static.acgsecrets.hk/img/c2/c2f6c3e84b7a3f6a0996d36e09dfed84/0e81904ccd4e8262c9550debc3f92ad13527f5132b11a5fe04162ca9eef319b8.jpg","FAIRY TAIL魔導少年 百年任務","動作","冒險","其他名稱：Fairy Tail: 100 Years Quest、FAIRY TAIL: 100 Years Quest、FAIRY TAIL魔导少年 百年任务","妖精尾巴一如往常的熱鬧，納茲卻不在公會裡，因為他跟格雷、露西、艾爾莎以及兩隻貓一起出發去挑戰當初吉爾達茲沒有成功的「百年任務」了！為了這個任務，納茲一行人來到北方的基爾帝那大陸，拜訪最古老的魔導士公會「魔陣之龍」。令他們更驚訝的則是任務內容，竟是封住一個實力都跟亞克諾羅基亞差不多的五神龍！在魔導少年結束後一年多，納茲等人的後續冒險終於要開始了──！","巴哈姆特動畫瘋","木棉花YouTube","Netflix","巴哈姆特動畫瘋","木棉花YouTube","Netflix","喜劇","7.60","163K"
"https://static.acgsecrets.hk/img/27/27650651d1dca5a51b31b968a3c34c76/6e1eb10e5876687ff5f7ff0b9ac1235bf24748e04aa71dd453fa86f91607e321.jpg","筋肉人 完美超人始祖篇","動作","喜劇","其他名稱：格鬥金肉人 完美超人始祖篇、Kinnikuman: Kanpeki Choujin Shiso-hen、Kinnikuman: Perfect Origin-hen、Kinnikuman: Perfect Origin Arc","","Netflix","巴哈姆特動畫瘋","Netflix","巴哈姆特動畫瘋","","","運動","6.78","8.5K"
"https://static.acgsecrets.hk/img/cd/cd44cba8ae50edf2f97889991a86384f/5659e3b40c09b3a4786fcab3fa800647cef2264f5863f1a99960d0a0e885e250.jpg","現代誤譯","","","其他名稱：Gendai Goyaku、Modern Mistranslation、现代误译","","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","","N/A","485"
"https://static.acgsecrets.hk/img/46/46b9cbc33f15c9588f34b5077f818fd3/c10d14001600a5dff4a7f1d6f02fd42330280d93489a16531446bba799bb64ed.jpg","巨靈神U","動作","科幻","其他名稱：古連泰沙U、Grendizer U、巨灵神U、金刚战神U、古连泰沙","","","","","","","","","5.82","8.2K"
"https://static.acgsecrets.hk/img/f1/f132e7cc4e68e97338d783fa89b3a282/43038ee30cd970131b8d1cdae16bafb11fee8e8bb47a08e75e98acc82e495710.jpg","拉麵赤貓","喜劇","","其他名稱：Ramen Akaneko、Red Cat Ramen、拉面赤猫","女主角來到由貓貓經營的拉麵店見工面試，店長的面試問題為：「你喜歡貓嗎？」而女主角很誠實地回答：「我喜歡狗。」竟然馬上被錄取了？！原來不是招聘店務員而是貓貓照顧員嗎？","巴哈姆特動畫瘋","巴哈姆特動畫瘋","","","","","","7.39","17K"
"https://static.acgsecrets.hk/img/06/06c0371180aa2b5358041840acb78bbf/69a23e5956ff38e83505c5c38bd05e3cb32a9b4d2d2b705370303645d18a9dd5.jpg","闇芝居 第13季","","","其他名稱：暗芝居 第13期、Yami Shibai 13、暗芝居 第13季","","","","","","","","","6.03","4.8K"
"https://static.acgsecrets.hk/img/74/74f07a59c02a79222e3c8efdc0b57bbe/bdb277f3bee49bbfce36eb4a3612df93a8422d25572bed37fe41931c7bbbc12e.jpg","JOCHUM","","","其他名稱：ジェオチャム、JOCHUM","","","","","","","","","N/A","636"
"https://static.acgsecrets.hk/img/4a/4a7495470b4831f67e6f5fd975dbb543/26bb712bca31aff31511b8f9f9d70774f017695ee8ee0fa23ba4fddb5a6325a6.jpg","哎咕島消失的舔甜歌姬","","","其他名稱：Egumi Legacy、哎咕岛消失的舔甜歌姬","在某片海洋上漂浮著一座名為「EGU島」的島嶼。島上唯一的娛樂就是傾聽歌姬「世界末日」的歌聲。村民們日復日地陶醉在她的歌聲之中。然而，這悠閒的時光卻轉瞬即逝。自從歌姬失蹤事件發生後，島上充斥著「憤怒」、「懷疑」與「不安」，各式各樣的念頭便開始蠢蠢欲動…圍繞「世界末日」的舔舔大戰即將展開！掌握其命運的就是傳說中的遺產「EGUMI遺產」。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","","6.68","1.9K"
"https://static.acgsecrets.hk/img/49/49e2bd54e7154541059c4e7fa68f936f/58a2b4c67fa3668c63fab2d9fee4ddff3bf7463bb226b389cc49f8a491a649ab.jpg","到處貼狗狗 第2季","喜劇","","其他名稱：貼紙小狗 第2季、四處貼上吧！小狗 第2季、Harimaware! Koinu 2nd Season、Stick it around! KOINU Season 2""、四处贴上吧！小狗 第2季、贴纸小狗 第2季、到处贴狗狗 第2季","","","","","","","","","N/A","503"
