"img-fit-cover src","entity_localized_name","anime_tag","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","anime_tag 2","anime_tag 3","scormem-item","scormem-item 2","image_path"
"https://static.acgsecrets.hk/img/ab/abee6daa3020d70c09331acd895eced0/470a9dc0e43d8b6aed33f28640e02489a203c9c20feb244a68c5c14f9979b3fd.jpg","最強肉盾的迷宮攻略","動作","其他名稱：最強タンクの迷宮攻略、最強肉盾的迷宮攻略～擁有稀少技能體力9999的肉盾，被勇者隊伍辭退了～、最強坦克的迷宮攻略、Saikyou Tank no Meikyuu Kouryaku ~Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru~、The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-、最强坦克的迷宫攻略、最强肉盾的迷宫攻略～拥有稀少技能体力9999的肉盾，被勇者队伍辞退了～、最强肉盾的迷宫攻略","擁有歷代最高體力（護盾）的肉盾，路德為了找尋奇蹟秘寶治療心愛妹妹的病一直以來不斷地攻略迷宮。不過，所屬隊伍的勇者個性蠻橫，將路德從冒險隊伍裡面辭退了。原因是路德身上有個未知技能，勇者宣稱這個技能會扯隊伍後腿，甚至還說這是一個垃圾技能……不過最後卻證明了那不是垃圾技能，而是一個強悍技能！憑藉著9999護盾與強悍技能於一身的最強肉盾，路德的第一章冒險故事揭幕！","Ani-One YouTube","Ani-One YouTube","巴哈姆特動畫瘋","冒險","奇幻","6.13","95K","anime_data/images/最強肉盾的迷宮攻略.jpg"
"https://static.acgsecrets.hk/img/42/426ca844e7ccfe5552b3d7a3a7b495a3/8cda0001cde4e79b4a3bb558d47db5cd77dcb93de6e19c7e3ac4a491205d3902.jpg","最弱魔物使開始了撿垃圾之旅。","冒險","其他名稱：最弱的馴養師開啟的撿垃圾的旅途、最弱馴養師開始撿垃圾之旅、Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.、The Weakest Tamer Began a Journey to Pick Up Trash、最弱的驯养师开启的捡垃圾的旅途、最弱魔物使开始了捡垃圾之旅。、最弱驯养师开始捡垃圾之旅","技能至上主義的異世界。少女——艾維轉生為膽小卻溫柔的魔物使《tamer》，卻因為是最弱的無星而有生命危險，為了生存只好踏上旅程。她在旅途中唯一收服的魔物，是最弱小的軟爛史萊姆「小空」。對同為最弱的２人（隻）而言，魔物橫行的異世界似乎太過嚴酷……沒想到——？","Ani-One YouTube","Ani-One YouTube","巴哈姆特動畫瘋","奇幻","","7.57","129K","anime_data/images/最弱魔物使開始了撿垃圾之旅。.jpg"
"https://static.acgsecrets.hk/img/04/0489667ca98d739a8bdfc6ccf866a3b6/6b62b069818d888ef72d24f3240dd1995dd522a27371d6a7987aa4668200281f.jpg","月刊妄想科學","奇幻","其他名稱：Gekkan Mousou Kagaku、Delusional Monthly Magazine、月刊妄想科学","在モーストシティ這個城市裡，有個發行『月刊妄想科學』的小出版社，位於一棟老舊大廈的二樓。這家雜誌以報道令人吃驚的嚇一跳事件和讓科學家都投降的非常規科學現象為主。這家雜誌的工作人員只有一位美女主編兼編輯「タロー・Ｊ・鈴木」，以及小學生助手「ジロー・田中」，和狗狗「サブロー」。這些人經常不在編輯部辦公室，而是常常出沒在大樓底層的『岩(ロック)』咖啡店。直到有一天，科學家ゴロー・佐藤的到訪，一連串不可思議的故事就此展開……","巴哈姆特動畫瘋","","","","","5.39","12K","anime_data/images/月刊妄想科學.jpg"
"https://static.acgsecrets.hk/img/df/dfb297d1751ffd17a7e9ca8acc2cfd1b/b5174cd8a331fa05a5f51885e7b38fc6473f6141f06432225beae619616ab8bb.jpg","弱角友崎同學 2nd STAGE","戲劇","其他名稱：弱勢角色友崎君 2nd STAGE、Jaku-Chara Tomozaki-kun 2nd STAGE、Bottom-tier Character Tomozaki 2nd STAGE、弱角友崎同学 2nd STAGE、弱势角色友崎君 2nd STAGE","人生中最充實的暑假結束了，第二學期到來。我跟日南的關係慢慢出現變化，但仍然一起繼續攻略人生。第二學期初有個活動，就是球技大賽。日南給我出了一個新課題，「讓意興闌珊的紺野繪里香拿出幹勁」。說到這位紺野繪里香，自從在那個舊校長室對她開過砲，我就不大跟對方說話。因為很可怕。透過觀察班上的情況，我想找出能用來對付紺野繪里香的「武器」，不過──？","Ani-One YouTube","Ani-One YouTube","巴哈姆特動畫瘋","浪漫","","7.03","144K","anime_data/images/弱角友崎同學 2nd STAGE.jpg"
"https://static.acgsecrets.hk/img/9b/9b14f8b1b4aaba847d39a1be8ee6f469/52253f6e9d0e61b393745ab79b63a0825bcae59af89ad5c0e2920922846f348e.jpg","魔女與野獸","動作","其他名稱：Majo to Yajuu、The Witch and the Beast、魔女与野兽","以「魔女」備受景仰的城市為舞台｜｜背負著棺材的男人與雙眼有如野獸的少女在此現身，他們追尋的獵物唯有「魔女」而已。當邪惡的「魔女」碰上飢餓的「野獸」，華麗又激烈的戰鬥就此揭開序幕！","Aniplus","巴哈姆特動畫瘋","愛奇藝","奇幻","","7.44","177K","anime_data/images/魔女與野獸.jpg"
"https://static.acgsecrets.hk/img/c5/c58ef14ca1561cb61759e9e1f953dd32/9fad7397fc0f82db6cb658b3e6509c954958484d8e5d46008bf24296eef2b26c.jpg","明治擊劍－1874－","歷史","其他名稱：Meiji Gekken: 1874、明治击剑－1874－","1874年。原會津藩士、現在是車夫的折笠靜馬，正在尋找失蹤的未婚妻鹿又澄江。然而，由於某個事件的關係，他成為了新設立的「Police（警察）」的一員，開始追查顛覆政府的陰謀。同一時期，擁有高超劍術的修羅神狂死郎成為了「極道」守屋組的客人。在與顛覆政府的黑幕有聯繫的守屋組內，他為了自己的目的而鞏固地位。於是，靜馬和狂死郎之間命運的劇本開始上演。在這過程中，等待著靜馬的，是充滿諷刺意味的相遇與離別。","Crunchyroll","Crunchyroll","","武士","","6.32","16K","anime_data/images/明治擊劍－1874－.jpg"
"https://static.acgsecrets.hk/img/20/20c2012a0579ecb33fafcdc383ad5351/79d4e14a664ca35b4c7608b91a4a6e5b1ac854c05c592ce79cb2b1487ddf1a1d.jpg","通靈王 FLOWERS","動作","其他名稱：SHAMAN KING FLOWERS、通灵王 FLOWERS、通灵童子 FLOWERS","傳說中的通靈者們……不為人知的前傳故事……通靈者之戰，14年後的踏張之丘……傳說中的戰士 ~ 葉的獨生子麻倉花，因為無法發揮作為通靈者的才能，而過著抑鬱的生活。但在花的眼前的，卻是出現了兩位自稱麻倉家的——！！","","","","冒險","超自然","6.58","36K","anime_data/images/通靈王 FLOWERS.jpg"
"https://static.acgsecrets.hk/img/1c/1c975ec960ea613cf8f2532d4b1dd272/36286e36ed19e49ca466aed5d6f815eb2f3caace5bc305a86959f1a82209061a.jpg","碰之道","日常","其他名稱：Pon no Michi","住在廣島縣尾道市的女高中生「十返舍なしこ」被家人趕出，無處可去。「真希望有個和朋友一起玩的地方…」當她得知父親曾經經營的麻將店如今正在閒置，なしこ決定和朋友「ぱい」和「泉」將其改造成大家的聚會場所。在這個新地方，なしこ和朋友們偶爾玩遊戲、偶爾做料理、偶爾品茶，偶爾也會玩玩麻將…這是一個讓人愛上這些平凡日常的故事。","愛奇藝","愛奇藝","巴哈姆特動畫瘋","","","6.48","35K","anime_data/images/碰之道.jpg"
"https://static.acgsecrets.hk/img/42/42a6124e8c2f59f12aee85ff47295fcb/a682cc68a1cae3f612308048ffa2203efa33a38817138dfe89868761b3ca50af.jpg","SYNDUALITY Noir 第2季度","動作","其他名稱：奇異賢伴黑色天使 第2季度、SYNDUALITY Noir Cour 2、奇异贤伴黑色天使 第2季度","","Disney＋","Disney＋","","科幻","","7.11","22K","anime_data/images/SYNDUALITY Noir 第2季度.jpg"
"https://static.acgsecrets.hk/img/15/155c06165f1df04f5593244c09e03024/c1c7655806a237a7d622f5e228ffa05876520baef898ac1aad9ccd27c9aa497d.jpg","HIGH CARD 至高之牌 season2","動作","其他名稱：HIGH CARD Season 2","","Aniplus","巴哈姆特動畫瘋","愛奇藝？","奇幻","","7.09","49K","anime_data/images/HIGH CARD 至高之牌 season2.jpg"
"https://static.acgsecrets.hk/img/67/67f7fc5bd7ec4aa0287d8485b37628a7/6353dd1b31c095641fe9d89081a3eb3d43a64e685bb2f34a0620c3b029be8cd2.jpg","百千家的妖怪王子","奇幻","其他名稱：Momochi-san Chi no Ayakashi Ouji、The Demon Prince of Momochi House","孤單無依的百千緋鞠因為十六歲生日那天收到的遺書而繼承了「百千家」。然而那裡卻有著自稱葵的少年，以及紫、伊勢這些先住民（!?）!!看樣子這個「百千家」似乎是蓋在這個世界和那個世界的狹窄間隙有點詭異的家……而百千家的中心人物葵似乎也有著什麼祕密──","巴哈姆特動畫瘋","","","浪漫","","6.53","55K","anime_data/images/百千家的妖怪王子.jpg"
"https://static.acgsecrets.hk/img/89/89e14d6dc24dda1665bf0236fcc4ccb1/f4e45affa7f497840ed6e0996b48c75a212c1f304397e3843787a3dc845ced84.jpg","戰國英雄 第5季","動作","其他名稱：KINGDOM 戰臣 第5季、Kingdom 5th Season、战国英雄 第5季、KINGDOM 战臣 第5季","","","","","","","8.72","54K","anime_data/images/戰國英雄 第5季.jpg"
"https://static.acgsecrets.hk/img/f9/f973ac177cbd0c5e2f89eff77a9b8dde/1e4f9225872f181b0bafc684fe85a085e5916cbace936a885b62bc79f28317e3.jpg","山T女福星 第2季","喜劇","其他名稱：她來自煩星 第2季、URUSEI YATSURA 2nd Season、她来自烦星 第2季","","Ani-One YouTube","Ani-One YouTube","巴哈姆特動畫瘋","浪漫","科幻","7.84","55K","anime_data/images/山T女福星 第2季.jpg"
"https://static.acgsecrets.hk/img/8b/8b9dc069565af6d3df1c105fca256338/4278e3cc2410514cc3cfcf3d2920f0ec8f19100add7c8c71bd8c103e9fdd0570.jpg","狩火之王 第2季","奇幻","其他名稱：Hikari no Ou 2nd Season、The Fire Hunter Season 2","","巴哈姆特動畫瘋","","","","","5.9","14K","anime_data/images/狩火之王 第2季.jpg"
"https://static.acgsecrets.hk/img/05/0542d9fb149b245fa0f7303b6a32f196/2cd27c242fe24a3ef465e235c88adc2ef6cccb030c7ff726a6fa212a0a81beef.jpg","小酒館Basue","喜劇","其他名稱：Basue小酒館、Snack Basue、Basue小酒馆、小酒馆Basue","","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","6.49","10K","anime_data/images/小酒館Basue.jpg"
"https://static.acgsecrets.hk/img/d3/d3b60bf80db04e466b246cb78aec2df7/d026c2de946f2c75374f5b4cf9375ce0ccc2975cd8a457c15a50f4204da70a0b.jpg","到處貼狗狗","喜劇","其他名稱：貼紙小狗、Harimaware! Koinu、Stick it around! KOINU、贴纸小狗、到处贴狗狗","","","","","日常","","","929","anime_data/images/到處貼狗狗.jpg"
"https://static.acgsecrets.hk/img/32/327b786d6afeb77b1965bc8d5fdcac8e/510415934eb0ee94808f89c99d839326c93937fa6ea6b1001559a4297d2afb80.jpg","闇芝居 第12季","恐怖","其他名稱：暗芝居 第12期、Yami Shibai 12、暗芝居 第12季","","","","","超自然","","5.86","6.6K","anime_data/images/闇芝居 第12季.jpg"
"https://static.acgsecrets.hk/img/cc/ccff2843cc863726e2eb8f4da42a8948/86cb9902e05303776123674f23a485c6162106151e7d027e156686d8a71e1471.jpg","名湯「異世界溫泉」開拓記 ～快40歲泡湯達人的轉生世界，是悠哉的溫泉天國～","家長指引","其他名稱：異世界溫泉開拓記、Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita、异世界温泉开拓记、名汤「异世界温泉」开拓记 ～快40岁泡汤达人的转生世界，是悠哉的温泉天国～","","巴哈姆特動畫瘋","","","奇幻","","5.23","42K","anime_data/images/名湯「異世界溫泉」開拓記 ～快40歲泡湯達人的轉生世界，是悠哉的溫泉天國～.jpg"
"https://static.acgsecrets.hk/img/cc/ccac30e35b91be7d5b10240ccba6f26d/db26bb51d6575f8f03a21701bcbf7dd079812d073afb7e29ca3ce5f6fc14be38.jpg","加密忍者咲耶","動作","其他名稱：Shinobanai! Crypto Ninja Sakuya、CryptoNinja SAKUYA","","","","","","","","498","anime_data/images/加密忍者咲耶.jpg"
