"img-fit-cover src","entity_localized_name","anime_tag","anime_tag 2","anime_summary","anime_story","steam-site-name","steam-site-name 2","steam-site-name 3","steam-site-name 4","steam-site-name 5","steam-site-name 6","scormem-item","scormem-item 2","image_path"
"https://static.acgsecrets.hk/img/cc/ccb9ab3a8a499e731084878e480f4fa3/d9de48b96c1c9d0049d284c5c837e2dacccd5deb207de374a11bf4e0229ad038.jpg","桃源暗鬼","動作","奇幻","其他名稱：TOUGEN ANKI、Tougen Anki: Dark Demon of Paradise、TOUGEN ANKI: Legend of the Cursed Blood","喜歡槍枝的不良少年．一之瀨四季在某天突然變成了「桃太郎機關」驅除追殺的目標，這是因為他其實繼承了鬼的血統！而將其扶養長大、沒有血緣關係的養父原來以前曾經是桃太郎機關的成員之一！在知曉這些驚人真相的同時，四季的養父也遭到桃太郎機關的成員．桃屋重創，但這樣的慘劇竟然導致四季過度憤怒而爆發出潛藏的力量…！","Netflix","Crunchyroll","巴哈姆特動畫瘋","Netflix","Crunchyroll","","6.74","98K","anime_data/images/桃源暗鬼.jpg"
"https://static.acgsecrets.hk/img/69/69371995a589b669ded65b101dbc2dc9/fb597a1a24a600a1043ea961bef4aea788c012915e31f660cffe1b32ab1ee142.jpg","遊樂場少女的異文化交流","喜劇","浪漫","其他名稱：游乐场少女的异文化交流、Game Center Shoujo to Ibunka Kouryuu、Cultural Exchange with a Game Centre Girl、与游戏中心的少女异文化交流的故事","正在遊樂場裡打工的本書主角草壁蓮司，某一天突然與英國少女莉莉相遇，並不知為何發展成開始寫交換日記的關係？於是蓮司就被天真無邪的莉莉耍得團團轉，但這段異文化交流發展的到底是友情，還是說是……？","Crunchyroll","Crunchyroll","","","","","6.64","30K","anime_data/images/遊樂場少女的異文化交流.jpg"
"https://static.acgsecrets.hk/img/d4/d412e2cbfa230c7fedcf65846a39d384/45ef49fcc0ea2a48ab9a9d4f48a8fae250ae2e515232a25fa6b4c354025089bf.jpg","歡迎光臨流放者食堂！","奇幻","","其他名稱：流放者食堂、Tsuihousha Shokudou e Youkoso!、Welcome to the Outcast's Restaurant!、欢迎光临流放者食堂！","被夥伴背叛，慘遭最強隊伍『銀翼大隊』流放的丹尼斯，認為過去始終沒能充分發揮自己的廚藝（Lv.99）。正好藉這次機會離開繁華王都，遠赴偏僻鄉鎮，去開一家夢想已久的餐廳。途中，他遇見了一名被家族流放、從貴族貶為奴隸的少女艾朵莉耶，決定和她一同經營準備開設的餐廳。然而，開張之後──來光顧本店的客人，有因為荒唐理由被小隊流放的女劍士、老是得意忘形的魔法師，以及月薪超低卻被瘋狂壓榨的賢者少女，盡是些""問題人物""。他們帶來的種種難題，丹尼斯以千錘百煉的廚藝和愛用的切肉大菜刀逐一解決！他的高超手腕沒多久就傳遍大街小巷，讓餐廳的生意蒸蒸日上！但被丹尼斯狠狠教訓過的那群人，卻私下展開了復仇大計……？","巴哈姆特動畫瘋","回歸線YouTube","愛奇藝","巴哈姆特動畫瘋","回歸線YouTube","愛奇藝","7.13","43K","anime_data/images/歡迎光臨流放者食堂！.jpg"
"https://static.acgsecrets.hk/img/64/64b94a6403668384aa70092ec51865ca/f64dee81db4bba039f47ad343462d35d0615e176a72315de9967f16918d9a0a5.jpg","最近的偵探真沒用","喜劇","神秘","其他名稱：Mattaku Saikin no Tantei to Kitara、Detectives These Days Are Crazy!、Anyway, detectives these days、最近的侦探真没用","迅速解決震驚社會的困難案件！名偵探之名為名雲桂一郎！……但那卻已經是10多年以前的事了。他現在已經變成一個普通的邋遢大叔……一個青春洋溢的女高中生──真白主動找上被時代的潮流遺忘，連智慧型手機都不會用的名雲，表示想當他的助手──!?請看這對由世代差異交織而成的奇蹟組合!!","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","7.34","37K","anime_data/images/最近的偵探真沒用.jpg"
"https://static.acgsecrets.hk/img/bd/bd3d8102316033e8dbf4ebe743995f48/f9b5e28b2e53e372db718527b9f14b06b1e1c29b1b52a0aadcd01530b952b837.jpg","Dr.STONE 新石紀 SCIENCE FUTURE 第2季度","冒險","喜劇","其他名稱：Dr. Stone: Science Future Part 2、石紀元 第4期 第2季度","","巴哈姆特動畫瘋","Ani-One YouTube","Netflix","巴哈姆特動畫瘋","Ani-One YouTube","Netflix","8.36","141K","anime_data/images/Dr.STONE 新石紀 SCIENCE FUTURE 第2季度.jpg"
"https://static.acgsecrets.hk/img/33/335a3bb8a06edd879b68295da40ac323/1138dbae71c6557963ef1fad12555e5f36c2a5e7537a898f327e27de136389ce.jpg","轉生成自動販賣機的我今天也在迷宮徘徊 第2季","喜劇","奇幻","其他名稱：Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season、Reborn as a Vending Machine, I Now Wander the Dungeon Season 2、转生成自动贩卖机的我今天也在迷宫徘徊 第2季","","Crunchyroll","Crunchyroll","","","","","6.53","46K","anime_data/images/轉生成自動販賣機的我今天也在迷宮徘徊 第2季.jpg"
"https://static.acgsecrets.hk/img/b1/b1b32a496a9e8a6c9aad5f7c6a43e4be/0de57773c9fc2cfd39fedffd4219747ba1457fd0c93794e69a20e65ebbb04f81.jpg","強者的新傳說","冒險","奇幻","其他名稱：Tsuyokute New Saga、Be Stronger! New Saga、强者的新传说","「……結束了……這下終於……終於……」因魔族所引發的大規模戰爭「大侵攻」，人族被逼到瀕臨滅亡的世界。在戰亂之中，青年·カイル失去了無可取代的存在與故鄉。為了復仇，他以魔法劍士的身分挺身而出，歷經激戰後終於討伐了魔王，然而……勝利的代價實在過於沉重，身負瀕死重傷的他也幾乎油盡燈枯……。就在此時……他被深紅寶石散發的光芒所籠罩，回過神來，竟然發現自己身處原本應該已滅亡的故鄉！時光倒流了四年，讓カイル與失去的家人、朋友、戀人得以重逢。 為了不再重蹈相同的悲劇，他以前世的記憶與經驗作為武器，挑戰第二次的人生！如今，為了拯救這個世界的「新傳說」即將揭開序幕！","Crunchyroll","Crunchyroll","","","","","6.6","57K","anime_data/images/強者的新傳說.jpg"
"https://static.acgsecrets.hk/img/39/39a029e66f3710bf0f6deed7e465b46e/fb799d49160f9bd251d7022447da6d0625a80ea6135bcd20903218b9c322422c.jpg","破爛千金被姊姊的原婚約者溺愛著","喜劇","浪漫","其他名稱：破爛千金被姐姐的原婚約者溺愛、Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru、Betrothed to my Sister's Ex、Loved by Her Sister's Former Fiancée、破烂千金被姐姐的原婚约者溺爱着","穿著破爛衣服，被父母像僕人一般對待的貧困男爵家次女・マリー。即使如此，她依然保有純真且溫柔的心，並盡心盡力地照顧家人。某日，家中替マリー舉辦了生日宴會。然而，派對的主角卻是宛如公主般的姊姊・アナスタジア。在會場外面露哀傷地佇立的マリー，意外地邂逅了大富豪キュロス・グラナド伯爵。互相吸引之下，對マリー一見鍾情的グラナド伯爵，卻因一場誤會，向アナスタジア求婚了！グラナド伯爵與姊姊的婚約迅速推進，然而アナスタジア卻不幸在意外中身亡，最終改由マリー嫁進伯爵家……！？  從一場誤會開始的「破爛千金」灰姑娘故事，就此開幕！","巴哈姆特動畫瘋","回歸線YouTube","巴哈姆特動畫瘋","回歸線YouTube","","","7.27","41K","anime_data/images/破爛千金被姊姊的原婚約者溺愛著.jpg"
"https://static.acgsecrets.hk/img/96/965c3b4fd8e137337ca3f773c2296bc7/665efe4ceb76e81d6359c881f0624aed4652c61c817ccdfca9f9c18877fb8dcc.jpg","和雨·和你","日常","","其他名稱：Ame to Kimi to、With You and the Rain","下雨的某一天，外表看起來酷酷的OL，在路邊撿到了一隻……會寫字、用手寫大字報自稱是「狗」的貍貓。儘管在所有人眼中，包括OL的父親與獸醫師都看出了這不是狗，貍貓也使盡渾身解數掩飾（？）自己的身分，OL卻始終對於「牠是狗」這件事深信不疑。就這樣聰明的狸貓，幫陰沉又孤僻的OL增添了更多生活情趣，日子開始變得熱鬧許多──…","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","7.45","41K","anime_data/images/和雨·和你.jpg"
"https://static.acgsecrets.hk/img/20/20794dc451d7404af106bc335879a3a2/9c861216dff8242b11c8013c17922a3dfedc701a5bc527c5d307a760f3852592.jpg","為丑女獻上花束","喜劇","浪漫","其他名稱：爲丑女獻上花束。、Busu ni Hanataba wo.、A Bouquet for an Ugly Girl、April Showers Bring May Flowers、向丑女献上花束","田端花是個外表不起眼，還傾向負面思考的孤獨高中女生。這樣的小花，在晨間的教室裡陶醉於扮演女主角的時候，竟然被班上第一帥的大帥哥──陽介目擊到了丟臉的模樣…！？這段戀情，一定也讓你很想支持。虐系喪女喜劇正式開幕！","巴哈姆特動畫瘋","愛奇藝","巴哈姆特動畫瘋","愛奇藝","","","6.78","28K","anime_data/images/為丑女獻上花束.jpg"
"https://static.acgsecrets.hk/img/a6/a6b1b5bb897c3b95f7c7d53feca73d89/3d0b5126752f04757a8f4ba6388394af1123c0e1f2c8ec4e826a6d30b46e8c32.jpg","異世界默示錄麥諾格拉～從毀滅文明開始征服世界～","冒險","奇幻","其他名稱：異世界默示錄米諾戈拉～從毀滅文明開始征服世界～、Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku、Apocalypse Bringer Mynoghra、异世界默示录米诺戈拉～从毁灭的文明开始征服世界～、异世界默示录麦诺格拉～从毁灭的文明开始征服世界～","年紀輕輕，本該在痛苦中病死的…伊良拓斗在與生前著迷的遊戲酷似的世界中甦醒。此時出現在他眼前的，是拓斗在遊戲裡統治邪惡屬性文明「麥諾格拉」時所使用的少女阿荼！兩人決定要再次在這個世界建立起新的國家──溫柔的邪神，加上邪惡又愉快的國民，國家營運奇幻喜劇開幕!!","巴哈姆特動畫瘋","木棉花YouTube","愛奇藝","巴哈姆特動畫瘋","木棉花YouTube","愛奇藝","6.81","76K","anime_data/images/異世界默示錄麥諾格拉～從毀滅文明開始征服世界～.jpg"
"https://static.acgsecrets.hk/img/2b/2b362a6fbd3a8302df80d2463de5e786/eb7f1fbb252aa49bb4d647538d9f2fd6de38e8ea1020c331e90852629a71cbff.jpg","保齡球少女！","運動","","其他名稱：Turkey!、保龄球少女！","火雞(Turkey)……是保齡球術語，指連續三次全倒。一刻館高校保齡球部的部長、高中二年級的麻衣，是個在比賽中無法獲勝的天才。只要她拿下火雞之後，不知為何，接下來就一定會出現那個難以攻克的殘瓶「蛇眼(Snake eye)」。唯一的一年級部員利奈，對如此的麻衣說道：「妳故意的吧？」「部長只是在逃避勝利。我想的是贏。如果沒有想贏的打算，那我就退部。」這是關於麻衣、利奈、さゆり、希、七瀬……在夏末，一次次失利卻依然奮戰、不斷挑戰，直到終於獲勝為止的故事。","Crunchyroll","巴哈姆特動畫瘋","","","","","6.09","17K","anime_data/images/保齡球少女！.jpg"
"https://static.acgsecrets.hk/img/02/023f2cb59377447b29c52e3b5272ed09/640dc1b9e98417e93911c14683e72772c4ded60f1b018a9cea7f2d7e041a6b5c.jpg","帝乃三姊妹意外地容易相處。","喜劇","浪漫","其他名稱：帝乃三姐妹原來很好搞定、Mikadono Sanshimai wa Angai, Choroi.、The Three Mikadono Sisters Are Surprisingly Easy、帝乃三姐妹原来很好搞定、帝乃三姐妹意外地容易相处。","廢柴高中生·優，擁有一張帥氣的臉龐，但其他才能宛如「凡人」，這樣的他，卻要與「天才少女」們同局？而天才少女們……非常好相處？幸福能夠三等分嗎？逐日萌芽的愛情，結局會是──","巴哈姆特動畫瘋","愛奇藝","巴哈姆特動畫瘋","愛奇藝","","","7.75","64K","anime_data/images/帝乃三姊妹意外地容易相處。.jpg"
"https://static.acgsecrets.hk/img/f8/f85f4c2a77ac0e73ff11f3884148f0b3/f3421d852f0da9746d5aff3af113e6b8700ef53da17357ef60c8dffd33b11c74.jpg","歌聲是法式千層酥","音樂","","其他名稱：歌聲是千層派、歌聲是千層酥、Utagoe ha Mille-Feuille、Harmony of Mille-Feuille、Singing Voice is Mille-Feuille、歌声是法式千层酥、歌声是千层酥、歌声是千层派","高中一年級生，小牧嬉歌。不擅長的事，有很多。喜歡的事情，是唱歌。為了追求平凡的青春，想以「高中出道」的方式嘗試加入輕音部，卻因膽小的性格而以慘敗告終。在失意之際，嬉歌所遇見的，是只憑人聲所構築的音樂【無伴奏合唱(A cappella)】。唯有透過重疊的歌聲才能彼此相連，那裡存在著少女們笨拙的青春。——即使不閃耀，也依然是青春。","巴哈姆特動畫瘋","巴哈姆特動畫瘋","Bilibili","","","","6.38","5.9K","anime_data/images/歌聲是法式千層酥.jpg"
"https://static.acgsecrets.hk/img/bd/bd8cffc53718327257176c871f8c0dbf/a22bc120c3a97c69819fac5fb569467f6bd5bee9694d8129ade50f8c4a2f0681.jpg","出入禁止的鼴鼠","喜劇","神秘","其他名稱：禁止入內的鼹鼠、Dekin no Mogura、The Banned Mole、禁止入内的鼹鼠、出入禁止的鼹鼠","大學生真木與八重子，某天意外碰到一個腦袋噴血，卻拒絕叫救護車也不想報警的可疑男子。由於良心過意不去，他們堅持要幫那男子，卻因此踏進了「抽屜小徑」，並且目睹可疑男子「鼴鼠」用提燈治好了自己的傷……就在認識了這個號稱「被禁止出入陰間」的男子後，他們看到的世界也開始有所不同，各種不可「死」議的靈異事件接踵而來！","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","Bilibili","","6.25","18K","anime_data/images/出入禁止的鼴鼠.jpg"
"https://static.acgsecrets.hk/img/db/dbb84eca7cf8212ca1221d067947e6f5/6742be4177a07700bf64da64ff858eccd921a73769c9ddff1f1735dc21c73a59.jpg","明日方舟 焰燼曙明","動作","奇幻","其他名稱：Arknights [Homura Shomei]、Arknights: RISE FROM EMBER、明日方舟 焰烬曙明","","Bilibili","Bilibili","Bilibili","","","","7.78","27K","anime_data/images/明日方舟 焰燼曙明.jpg"
"https://static.acgsecrets.hk/img/5a/5afd8eb3aa7adce786bdccd0d3a8b45a/b099ea3994af4c99ca682aa3ea27cfb8c8c43d5b7f04ddb89846940005480d1b.jpg","明天，美食廣場見。","日常","","其他名稱：明天，美食廣場見！、美食廣場裡的女高中生們在說啥、Food Court de, Mata Ashita.、See You Tomorrow at the Food Court、See You at the Food Court Tomorrow.、美食广场里的女高中生们在说啥、明天，美食广场见。、明天，美食广场见！","外表看似千金資優生，全身散發出難以親近氛圍的和田，以及一頭金髮搭上黝黑膚色，外表看似辣妹，受眾人畏懼的山本，這兩人分別就讀不同學校，過著獨來獨往的校園生活。這樣的和田和山本，每天放學後都會到老地方集合。用只有對方看過的模樣，大聊一些無關緊要的事。沒錯，她們總是會待在美食廣場（這裡）。","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","7.51","28K","anime_data/images/明天，美食廣場見。.jpg"
"https://static.acgsecrets.hk/img/7d/7d9a97e422e4624ce54a16044a4fc9d5/c969083f3010025fc654d688730570d1c2e4d73eb2bf8cee346b517b70f47136.jpg","Clevatess -魔獸之王與嬰兒與屍之勇者-","動作","奇幻","其他名稱：克雷瓦提斯-魔獸之王與嬰兒與屍之勇者-、Clevatess -Majuu no Ou to Akago to Shikabane no Yuusha-、Clevatess: The King of Devil Beasts, The Baby and the Brave of Undead、克雷瓦提斯-魔兽之王与婴儿与尸之勇者-、Clevatess -魔兽之王与婴儿与尸之勇者-","殺死勇者、殺死國王，魔獸被託付了「命運的嬰兒」…。 魔獸王克雷巴特斯，同時具有超越人智的智能與破壞力。 因奉命討伐的13位勇者而激起鬥志，決心毀滅人類的他， 被託付了意料之外，麻煩的負擔。 那是……才剛來到這世界的人類嬰兒。","巴哈姆特動畫瘋","Ani-One YouTube","viu.com","巴哈姆特動畫瘋","Ani-One YouTube","Bilibili","7.95","111K","anime_data/images/Clevatess -魔獸之王與嬰兒與屍之勇者-.jpg"
"https://static.acgsecrets.hk/img/e1/e19f4f363375808cb2258960f76b691c/71e33a59d985d0d79a05dcb0f036aae4b4cb42674f4b26468ae282e6440247ff.jpg","殺手旅店","動作","戲劇","其他名稱：HOTEL INHUMANS、Hotel Inhumans、杀手旅店","最頂級的酒店，必須具備一些條件。  「頂級的美食」、「至高無上的療癒」、「令人著迷的娛樂」……以及「最新的武器準備」、「安心的身分偽裝」、「完美的屍體處理」——！？  在死亡的邊界上，絕不對客人說「不」的兩位禮賓，生朗與沙羅，究竟將如何滿足殺手們的願望——","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","6.49","18K","anime_data/images/殺手旅店.jpg"
"https://static.acgsecrets.hk/img/58/58f744ef8675a6b8796943b7be76c7b7/ef3c452ff035952a906cd3beabe25b98b126e458d15de322211a751ef836b185.jpg","水屬性的魔法師","冒險","奇幻","其他名稱：Mizu Zokusei no Mahoutsukai Daiichibu、The Water Magician、水属性的魔法师","「〈清水招來！〉」轉生到異世界的青年．涼，初次詠唱魔法。從一杯水開始的慢生活──竟是會發生賭命戰鬥的日常!?不僅如此，在與世隔絕的隆德次大陸只有他一個人類。不知是他悠哉的個性，還是受到隱藏技能「不老」的影響，不知不覺間就過了二十年，並登上人類魔法師的巔峰！最強水魔法師的隨興冒險，開幕！","巴哈姆特動畫瘋","愛奇藝","巴哈姆特動畫瘋","愛奇藝","","","7.13","110K","anime_data/images/水屬性的魔法師.jpg"
"https://static.acgsecrets.hk/img/3a/3a521b69d8d1a37e3492fd8a67739e6c/816c8eb1266757a8eaac9432d5ea72f2f78dccf6463f13a41bf2b542821b4a4b.jpg","阿松 第4季","喜劇","","其他名稱：Osomatsu-san 4th Season","","","","","","","","6.37","5.8K","anime_data/images/阿松 第4季.jpg"
"https://static.acgsecrets.hk/img/77/776f9719a32c8b5f36c4e1cab9735cf7/de5bc83c0052dc89cb85b63663e1df0af6ba79e8ef3f34e3e4db5184c53e5f00.jpg","美男高校地球防衛部HIGH COLLAR！","喜劇","","其他名稱：Binan Koukou Chikyuu Bouei Bu Haikara!、Cute High Earth Defense Club High Collar!、美男高校地球防卫部HIGH COLLAR！","","","","","","","","5.99","4.1K","anime_data/images/美男高校地球防衛部HIGH COLLAR！.jpg"
"https://static.acgsecrets.hk/img/dd/dd5d4e93fd02c0d0ee5bc1ec6bf3c7a2/0aff8f65fadb3b52c6d6ed9581494217f5305a31fd30688ef79a64f246030bf4.jpg","雙人單身露營","日常","","其他名稱：雙人solo露營、Futari Solo Camp、Solo Camping for Two、双人单身露营、双人solo露营","樹乃倉厳，34歲。身為喜愛獨處、孤高的露營客，厳一如往常地享受著單人露營。然而，某次意外之下，他遇到了超級新手露營客——草野雫。雖然心不甘情不願，厳卻還是決定和雫兩個人一起進行「雙人單身露營」！？ 厳那原本寧靜的露營生活，到底何去何從⋯⋯","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","6.54","27K","anime_data/images/雙人單身露營.jpg"
"https://static.acgsecrets.hk/img/98/9868e8e9522de068365575768848407d/0b057a76a9ef57ff34662845ef90304cd014cf530c3ec6a39a064b9fe5364a64.jpg","地縛少年花子君 2 後篇","超自然","","其他名稱：Jibaku Shounen Hanako-kun 2 Part 2、Toilet-bound Hanako-kun 2 Part 2、地缚少年花子君 2 后篇","","巴哈姆特動畫瘋","木棉花YouTube","愛奇藝","巴哈姆特動畫瘋","木棉花YouTube","愛奇藝","8.04","39K","anime_data/images/地縛少年花子君 2 後篇.jpg"
"https://static.acgsecrets.hk/img/af/afb70224c72cd947a01b068b9402868f/2a575d8b03ec221661c98cb9f9bf978919afe7b25d7cdc24bec2a3d570069783.jpg","費馬的料理","","","其他名稱：Fermat no Ryouri、Fermat Kitchen、费马的料理","放棄了成為數學家的夢想的天才數學少年北田 岳，與充滿謎團的料理界魅力人物朝倉 海攜手，挑戰高手雲集料理世界的數理娛樂作品！岳憑藉數學思維，創造出令眾人驚嘆的優美計算式食譜，  能否與海一同在料理人的道路上不斷成長，取得成功呢!?","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","","","6.62","15K","anime_data/images/費馬的料理.jpg"
"https://static.acgsecrets.hk/img/bf/bf2c39974a10334a4448def4369ba07a/172b7fa66d698f3c92f668803e50ad6c24e99fcc5e08c8ffcd341fdd67fdc904.jpg","NYAIGHT OF THE LIVING CAT 活屍貓之夜","動作","恐怖","其他名稱：活死貓之夜、Nyaight of the Living Cat、Night of the Living Cat、活死喵之夜、NYAIGHT OF THE LIVING CAT 活尸猫之夜","只要被貓碰到就會變成貓！神秘的流行病讓這個幾乎所有人都養貓的世界，迅速被貓群所支配。明明失去記憶，但是卻對貓的各種大小事瞭若指掌的九那岐，為了在這個群貓橫行的世界裡，保護救命恩人的妹妹小薰，必須要想盡辦法在貓掌之下逃出生天。但是對他來說，愛貓可以說就等於是生物本能，他到底能不能活用自己的知識克服這個難關呢？","Crunchyroll","Crunchyroll","","","","","6.16","26K","anime_data/images/NYAIGHT OF THE LIVING CAT 活屍貓之夜.jpg"
"https://static.acgsecrets.hk/img/a5/a565d3624af600ba6e3458baf7a73c5b/9d1a03f19a3d8f87eef83b2f10045ee2f14ff8e612b6318eefbd2917440a6535.jpg","鳴～地獄老師","喜劇","恐怖","其他名稱：地獄老師、Jigoku Sensei Nube、Hell Teacher: Jigoku Sensei Nube、地狱老师、灵异教师神眉、鸣～地狱老师","頻繁發生難以理解的怪奇現象的童守町。為了保護孩子們，童守小学校迎來了一位新任教師——五年三組擔任教師鵺野鳴介。他平時個性溫柔，有些迷糊，但其實他還有另一個身分：全日本唯一的靈能力教師。據說他的左手中還寄宿著鬼！？  面對襲擊學生的校園七大不可思議、妖怪與惡靈，這位來自地獄的正義使者將挺身而出！","Hami Video","","","","","","6.6","21K","anime_data/images/鳴～地獄老師.jpg"
"https://static.acgsecrets.hk/img/45/45a7b28e940f88e5dae2b6bf24209588/8094a1d656c06eaf82117843071f1c3f1c2d24eaaf01a6d0397e839d30f01a59.jpg","去唱卡拉OK吧！","喜劇","","其他名稱：Karaoke Iko!、Let's Go Karaoke!","合唱社社長聰實在某天被黑道流氓成田狂兒纏上並拜託他教導自己唱歌。雖然他每週都會不情願地被非常想要讓唱歌技術變好的狂兒拉去教唱歌，但沒想到兩人之間卻也漸漸地孕育出了奇妙的友誼…總之先去唱卡拉ＯＫ吧！","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","Bilibili","","7.67","16K","anime_data/images/去唱卡拉OK吧！.jpg"
"https://static.acgsecrets.hk/img/67/6726d613cc61db0ca4cd35333bf310b3/8c32fb9f717991a2fce3d4a6441443213d7af697916ff989943b9679466af533.jpg","為你著迷","校園","日常","其他名稱：Muchu-sa, Kimi ni.、Captivated, by You、为你着迷","二階堂明本來是個笑起來很陽光的國中男孩，很受女生歡迎。有一次情人節，他的置物櫃裡堆滿巧克力，其中居然夾雜了一片用過的衛生棉，讓他留下嚴重的心理創傷，上高中後整個人出現一百八十度大轉變，不僅死氣沉沉，也不與人打交道，於是校內「誰和二階堂對看到，就會被鬼壓床」之類的傳聞不斷，大家對他避之唯恐不及，偏偏有人不信邪去找他搭訕，結果…？","巴哈姆特動畫瘋","Ani-One YouTube","巴哈姆特動畫瘋","Ani-One YouTube","Bilibili","","7.03","11K","anime_data/images/為你著迷.jpg"
"https://static.acgsecrets.hk/img/6a/6a4de7de3b2544645aa1ffa2daa1f45d/3e6e274542b050a6f9ca32432acf58c9b1c5459f49884ee3b1d12a6e6338f39e.jpg","加密忍者咲耶 三之卷","動作","","其他名稱：Shinobanai! Crypto Ninja Sakuya: San no Maki、Shinobanai! Crypto Ninja Sakuya Season 3","","","","","","","","","304","anime_data/images/加密忍者咲耶 三之卷.jpg"
"https://static.acgsecrets.hk/img/84/844bd369bdddf69893e152cd47380525/b0b80186883d83f105a6ca99d8f61dcb30dff5b5ef599a9d7a0217d69ebd92d8.jpg","軟軟噗尼寵物小精靈 3","奇幻","日常","其他名稱：軟軟噗尼寵物小精靈 噗尼2、Punirunes Puni 3、Punirunes: Puni 3、软软噗尼宠物小精灵 3、软软噗尼宠物小精灵 噗尼3","","","","","","","","","217","anime_data/images/軟軟噗尼寵物小精靈 3.jpg"
"https://static.acgsecrets.hk/img/fc/fcbdb8fa1a2d0ba6a681ec22c9b92433/7853c5f0e68eed534ccf80c16a4cfb9566eab495fe83705fe94422f01608137b.jpg","闇芝居 第15季","","","其他名稱：暗芝居 第15期、Yami Shibai 15、暗芝居 第15季","","","","","","","","5.86","2.5K","anime_data/images/闇芝居 第15季.jpg"
"https://static.acgsecrets.hk/img/1e/1eb50aea2639f9b80f6d25ec039c1a07/aebc0f954b84ff39d67335086b81cef968c5b90dde24bc8815aa51edaeed028b.jpg","學校沒教的重要事情","喜劇","","其他名稱：Gakkou de wa Oshiete Kurenai Taisetsu na Koto、学校没教的重要事情","","","","","","","","","195","anime_data/images/學校沒教的重要事情.jpg"
